tag,frequency,fandom_specific,category
Stephen Strange is a Good Bro,5,TRUE,Fandom
Steve Angst,2,TRUE,Fandom
Steve Has Issues,3,TRUE,Fandom
Steve Rogers and the 21st Century,2,TRUE,Fandom
Steve Rogers Feels,6,TRUE,Fandom
steve rogers friendly,2,TRUE,Fandom
Steve Rogers Has Issues,4,TRUE,Fandom
Steve Rogers Is a Good Bro,7,TRUE,Fandom
Steve Rogers is a little shit,2,TRUE,Fandom
Steve Rogers is a Troll,4,TRUE,Fandom
steve rogers is an idiot,5,TRUE,Fandom
Steve Rogers is Not a Virgin,3,TRUE,Fandom
Steve Rogers Needs a Hug,3,TRUE,Fandom
Steve Rogers: The Bisexual America Deserves,2,TRUE,Fandom
Stimming,2,FALSE,Angst
Stress Baking,4,FALSE,Other
Strong Language,2,FALSE,Meta 
Strong Peter Parker,6,TRUE,Fandom
Stubborn Steve,2,TRUE,Fandom
Sub Peter Parker,3,TRUE,Fandom
Sub Tony Stark,2,TRUE,Fandom
Sub!Tony,2,TRUE,Fandom
Subdrop,3,FALSE,Sex
Submission,2,FALSE,Sex
Subspace,3,FALSE,Sex
suck it steve,3,TRUE,Fandom
Sugar Daddy,2,FALSE,Romance
Sugar Daddy Wade Wilson,2,TRUE,Fandom
Suicidal Thoughts,14,FALSE,Mental Health
Suicide,2,FALSE,Mental Health
Superfamily,12,FALSE,Family
Superfamily (Marvel),4,TRUE,Fandom
Suspense,3,FALSE,Angst
Swearing,20,FALSE,Meta 
Sweet,3,FALSE,Fluff
Sweet Wade Wilson,2,TRUE,Fandom
Switching,4,FALSE,Sex
Tacos,2,FALSE,Other
Tags May Change,6,FALSE,Meta 
Tags Subject to Change,2,FALSE,Meta
Tattoos,2,FALSE,Meta 
teacher pov,4,FALSE,Meta
Team as Family,39,FALSE,Family
Team Bonding,16,FALSE,Family
Team Cap bashing,2,TRUE,Fandom
Team Cap Critical,5,TRUE,Fandom
Team Cap friendly,5,TRUE,Fandom
Team Cap is full of shit,6,FALSE,Fluff
team civil war iron man,4,TRUE,Fandom
Team Dynamics,15,FALSE,Family
Team Feels,3,FALSE,Family
team fic,4,FALSE,Meta 
Team Fluff,4,FALSE,Fluff
Team Iron Man,14,TRUE,Fandom
Team Red,5,TRUE,Fandom
Team Red (Marvel),2,TRUE,Fandom
Team Tony,8,TRUE,Fandom
Teambuilding,4,FALSE,Family
Teasing,8,FALSE,Romance
Teddy Bears,3,FALSE,Other
Teen for language,3,FALSE,Meta
Teen Peter Parker,16,TRUE,Fandom
Telepathy,4,FALSE,Magic
Temporary Amnesia,4,FALSE,Angst
Temporary Character Death,10,TRUE,Fandom
Tentacle Sex,9,FALSE,Sex
Tentacles,5,FALSE,Magic
Texting,9,FALSE,Meta 
Thanos (Marvel) Dies,2,TRUE,Fandom
The Author is Bitter(tm),2,FALSE,Meta
The Author Regrets Nothing,7,FALSE,Meta 
The Avengers Are Good Bros,11,TRUE,Fandom
The public reacts to Civil War,2,FALSE,Other
The Soldier as a separate personality,2,FALSE,Other
Therapy,13,FALSE,Mental Health
This Is Why We Can't Have Nice Things,2,FALSE,Meta 
Thor (Marvel) is a Good Bro,6,TRUE,Fandom
Thor Is a Good Bro,2,TRUE,Fandom
Thor is a Good Bro (Marvel),3,TRUE,Fandom
Thor Is Not Stupid,3,TRUE,Fandom
Thor's Hammer - Freeform,2,TRUE,Fandom
Threats of Rape/Non-Con,2,FALSE,Abuse
Threesome,3,FALSE,Sex
Threesome - F/M/M,6,FALSE,Sex
Threesome - M/M/M,10,FALSE,Sex
Thumb-sucking,2,FALSE,Other
Time Loop,4,FALSE,Alternate Universe
Time Travel,20,FALSE,Alternate Universe
Time Travel Fix-It,17,FALSE,Alternate Universe
Timeline What Timeline,2,FALSE,Meta 
tiny tony,2,TRUE,Fandom
Tom Holland is my Spidey,2,TRUE,Fandom
Tony Angst,7,TRUE,Fandom
Tony Being Tony,6,TRUE,Fandom
Tony centric,2,TRUE,Fandom
Tony Feels,26,TRUE,Fandom
Tony is a dad,3,TRUE,Fandom
Tony is oblivious,2,TRUE,Fandom
Tony Needs a Hug,3,TRUE,Fandom
Tony Stark Acting as Harley Keener's Parental Figure,4,TRUE,Fandom
Tony Stark Acting as Peter Parker's Parental Figure,134,TRUE,Fandom
Tony Stark Angst,3,TRUE,Fandom
"Tony Stark Calls Peter Parker ""Baby""",2,TRUE,Fandom
"Tony Stark calls Peter Parker ""Bambino""",2,TRUE,Fandom
Tony Stark Defense Squad,11,TRUE,Fandom
Tony Stark deserves happiness,3,TRUE,Fandom
Tony Stark Does What He Wants,18,TRUE,Fandom
Tony Stark Feels,30,TRUE,Fandom
Tony Stark Friendly,2,TRUE,Fandom
Tony Stark Gets a Hug,11,TRUE,Fandom
Tony Stark Has A Heart,191,TRUE,Fandom
Tony Stark Has Daddy Issues,4,TRUE,Fandom
Tony Stark has grey hair,2,TRUE,Fandom
Tony Stark Has Issues,30,TRUE,Fandom
Tony Stark Has Nightmares,2,TRUE,Fandom
Tony Stark Has Post-Traumatic Stress Disorder,6,TRUE,Fandom
Tony Stark Has PTSD,2,TRUE,Fandom
Tony Stark Has Self-Esteem Issues,2,TRUE,Fandom
Tony Stark Hates Magic,2,TRUE,Fandom
Tony Stark Is a Good Bro,12,TRUE,Fandom
tony stark is a good man,2,TRUE,Fandom
Tony Stark is a Good Mentor,2,TRUE,Fandom
tony stark is a little shit,2,TRUE,Fandom
Tony Stark is Done with This Shit,2,TRUE,Fandom
Tony Stark is Good With Kids,19,TRUE,Fandom
Tony Stark Is Not Helping,2,TRUE,Fandom
Tony Stark Is Soft,2,TRUE,Fandom
Tony Stark Lives,7,TRUE,Fandom
Tony Stark Loves Peter Parker,5,TRUE,Fandom
Tony Stark Needs a Hug,125,TRUE,Fandom
tony stark protects everyone,2,TRUE,Fandom
Tony Stark Still Has Arc Reactor,2,TRUE,Fandom
Tony Stark-centric,21,TRUE,Fandom
Tony Stark/Stephen Strange Parenting Peter Parker | Supremefamily | Strange Family,3,TRUE,Fandom
Tony-centric,15,TRUE,Fandom
Tooth-Rotting Fluff,16,FALSE,Fluff
Top Bucky Barnes,8,TRUE,Fandom
Top Steve Rogers,6,TRUE,Fandom
Top Wade Wilson,3,TRUE,Fandom
Topping from the Bottom,2,FALSE,Other
Torture,16,FALSE,Abuse
Touch-Starved,9,FALSE,Angst
Touch-Starved Peter Parker,2,TRUE,Fandom
Trans Character,2,FALSE,Other
Trans Male Character,2,FALSE,Meta
Trans Peter Parker,10,TRUE,Fandom
Translation Available,8,FALSE,Meta 
Transphobia,2,FALSE,Mental Healt
Trauma,7,FALSE,Abuse
Triggers,2,FALSE,Meta
Tropes,2,FALSE,Meta 
True Love,2,FALSE,Romance
Trust,3,FALSE,Family
Trust Issues,4,FALSE,Angst
Truth Spells,2,FALSE,Magic
Tumblr Prompt,4,FALSE,Meta 
Twitter,9,FALSE,Other
Uncle Happy Hogan,3,TRUE,Fandom
"Uncle James ""Rhodey"" Rhodes",3,TRUE,Fandom
Uncle Nick Fury,2,TRUE,Fandom
Under-negotiated Kink,3,FALSE,Sex
Undercover,2,FALSE,Action
Unhealthy Coping Mechanisms,7,FALSE,Mental Health
Unhealthy Relationships,2,FALSE,Dark
Unreliable Narrator,5,FALSE,Meta 
Unrequited Love,2,FALSE,Romance
Unresolved Sexual Tension,5,FALSE,Sex
Unvoiced Daddy Kink,2,FALSE,Sex
Up all night to get Bucky,2,TRUE,Fandom
UST,2,FALSE,Romance
Vaginal Fingering,4,FALSE,Sex
Vaginal Sex,5,FALSE,Sex
very little plot,2,FALSE,Meta
Vibrators,4,FALSE,Sex
Violence,22,FALSE,Abuse
Virgin Peter Parker,4,TRUE,Fandom
Virgin Tony Stark,2,TRUE,Fandom
virgin!steve,2,TRUE,Fandom
Virginity Kink,2,FALSE,Sex
Vomiting,4,FALSE,Mental Health
Voyeurism,5,FALSE,Sex
Wade Has Issues,3,TRUE,Fandom
Wade Wilson is a Good Bro,2,TRUE,Fandom
Wade Wilson is a Good Friend,3,TRUE,Fandom
Wade Wilson Needs A Hug,5,TRUE,Fandom
Wakanda (Marvel),2,TRUE,Fandom
Wall Sex,3,FALSE,Sex
War Veteran Bucky Barnes,2,TRUE,Fandom
Waterboarding,2,FALSE,Action
Wedding Fluff,2,FALSE,Fluff
Whump,14,FALSE,Angst
Why Did I Write This?,2,FALSE,Meta
Wingfic,2,FALSE,Magic
Winter Soldier as a Separate Personality,2,TRUE,Fandom
Winter Soldier Bucky Barnes,10,TRUE,Fandom
Winter Soldier Trial,2,TRUE,Fandom
winteriron,3,TRUE,Fandom
Women Being Awesome,3,FALSE,Other
Wooing,4,FALSE,Romance
Wordcount: 5.000-10.000,2,FALSE,Meta
Wordcount: Over 100.000,2,FALSE,Meta 
world building,2,TRUE,Fandom
World War II,6,FALSE,Meta 
Worldbuilding,3,FALSE,Meta 
Worried Avengers,2,TRUE,Fandom
Worried Happy Hogan,2,TRUE,Fandom
Worried May Parker (Spider-Man),4,TRUE,Fandom
Worried Pepper Potts,3,TRUE,Fandom
Worried Tony,2,TRUE,Fandom
Worried Tony Stark,8,TRUE,Fandom
Wrong Number AU,2,FALSE,Alternate Universe
Xeno,2,TRUE,Fandom
yeah - Freeform,2,FALSE,Meta
Young Harry,2,TRUE,Fandom
Young Peter Parker,2,TRUE,Fandom
Zhong Wen Fan Yi  | Translation in Chinese,6,FALSE,Meta 
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
Polyamorous Soul,,,
